"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Lats","8 Feb 2025, 10:52","8 Feb 2025, 11:16","","Lat Pulldown (Cable)",,"First set 12th rep not full -> not counted, 2nd set barely 12",3,"normal",50,12,,0,10
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Warm Up",,"",0,"normal",,0,,300,
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Warm Up",,"",1,"normal",,0,,300,
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Bicep Curl (Cable)",,"",0,"warmup",10,6,,0,6
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Bicep Curl (Cable)",,"",1,"normal",23.5,12,,0,9.5
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Bicep Curl (Cable)",,"",2,"normal",23.5,11,,0,10
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Bicep Curl (Cable)",,"",3,"failure",22.5,9,,0,10
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Skullcrusher (Barbell)",,"",0,"warmup",10,6,,0,6
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Skullcrusher (Barbell)",,"",1,"normal",22.5,12,,0,9.5
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Skullcrusher (Barbell)",,"",2,"normal",22.5,10,,0,9.5
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Skullcrusher (Barbell)",,"",3,"failure",17.5,12,,0,9.5
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Seated Incline Curl (Dumbbell)",,"",0,"warmup",6,8,,0,6
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Seated Incline Curl (Dumbbell)",,"",1,"normal",12,15,,0,9.5
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Seated Incline Curl (Dumbbell)",,"",2,"failure",12,11,,0,10
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Triceps Pushdown",,"",0,"warmup",12.5,8,,0,6
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Triceps Pushdown",,"",1,"normal",25,15,,0,8.5
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Triceps Pushdown",,"",2,"failure",25,12,,0,10
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Lying Leg Raise",,"",0,"normal",,18,,0,8.5
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Lying Leg Raise",,"",1,"normal",,14,,0,9
"Arms 1 + Weakpoint","8 Feb 2025, 09:54","8 Feb 2025, 10:51","","Lying Leg Raise",,"",2,"normal",,11,,0,9.5
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Warm Up",,"",0,"normal",,0,,300,
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Warm Up",,"",1,"normal",,0,,300,
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Meadows Incline DB Lateral Raise",,"Next time increase weight",0,"warmup",8,6,,0,6
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Meadows Incline DB Lateral Raise",,"Next time increase weight",1,"normal",14,12,,0,7.5
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Meadows Incline DB Lateral Raise",,"Next time increase weight",2,"normal",14,12,,0,8
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Meadows Incline DB Lateral Raise",,"Next time increase weight",3,"failure",14,16,,0,8.5
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Bench Press (Dumbbell)",,"Next time increase weight",0,"warmup",10,5,,0,6
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Bench Press (Dumbbell)",,"Next time increase weight",1,"warmup",12,6,,0,6
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Bench Press (Dumbbell)",,"Next time increase weight",2,"normal",20,10,,0,8
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Bench Press (Dumbbell)",,"Next time increase weight",3,"normal",20,10,,0,9
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Bench Press (Dumbbell)",,"Next time increase weight",4,"failure",20,11,,0,10
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Bottom-Half Seated Cable Flye",,"",0,"warmup",5,5,,0,6
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Bottom-Half Seated Cable Flye",,"",1,"warmup",7.5,7,,0,6
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Bottom-Half Seated Cable Flye",,"",2,"normal",11.5,10,,0,8.5
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Bottom-Half Seated Cable Flye",,"",3,"failure",11.5,11,,0,9.5
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Shoulder Press (Dumbbell)",,"",0,"warmup",6,6,,0,6
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Shoulder Press (Dumbbell)",,"",1,"warmup",8,8,,0,6
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Shoulder Press (Dumbbell)",,"",2,"normal",14,12,,0,8.5
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Shoulder Press (Dumbbell)",,"",3,"normal",14,12,,0,9.5
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Shoulder Press (Dumbbell)",,"",4,"normal",14,10,,0,10
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Triceps Extension (Cable)",,"",0,"warmup",10,8,,0,6
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Triceps Extension (Cable)",,"",1,"normal",19,15,,0,9.5
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Triceps Extension (Cable)",,"",2,"failure",19,13,,0,10
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Triceps Extension (Cable)",,"",3,"dropset",12.5,8,,0,10
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Triceps Kickback (Cable)",,"",0,"warmup",3.5,10,,0,6
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Triceps Kickback (Cable)",,"",1,"normal",7.5,20,,0,9
"Push 1","7 Feb 2025, 12:25","7 Feb 2025, 13:39","","Triceps Kickback (Cable)",,"",2,"failure",7.5,20,,0,10
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Warm Up",,"",0,"normal",,0,,300,
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Warm Up",,"",1,"normal",,0,,300,
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Pull Up",,"Last rep barely good enough",0,"warmup",,5,,0,6
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Pull Up",,"Last rep barely good enough",1,"warmup",,7,,0,6
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Pull Up",,"Last rep barely good enough",2,"normal",,7,,0,10
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Pull Up",,"Last rep barely good enough",3,"normal",,9,,0,9.5
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Pull Up",,"Last rep barely good enough",4,"failure",,10,,0,10
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Chest Supported Incline Row (Dumbbell)",,"",0,"warmup",10,5,,0,6
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Chest Supported Incline Row (Dumbbell)",,"",1,"warmup",12,7,,0,6
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",22,10,,0,10
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Chest Supported Incline Row (Dumbbell)",,"",3,"normal",22,10,,0,10
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Chest Supported Incline Row (Dumbbell)",,"",4,"failure",22,9,,0,10
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Sitting 1-Arm Lat Pulldown",,"",0,"warmup",12.5,8,,0,6
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Sitting 1-Arm Lat Pulldown",,"",1,"normal",27.5,13,,0,9.5
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Sitting 1-Arm Lat Pulldown",,"",2,"normal",26,16,,0,9.5
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Cable 1-Arm Face Pull",,"Reduced weight last set, more reps instead. 21 full next time",0,"warmup",10,6,,0,6
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Cable 1-Arm Face Pull",,"Reduced weight last set, more reps instead. 21 full next time",1,"normal",21,12,,0,9.5
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Cable 1-Arm Face Pull",,"Reduced weight last set, more reps instead. 21 full next time",2,"normal",21,12,,0,10
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Cable 1-Arm Face Pull",,"Reduced weight last set, more reps instead. 21 full next time",3,"failure",17.5,15,,0,9.5
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Seated Super- Bayesian High Cable Curl",,"",0,"warmup",6,8,,0,6
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Seated Super- Bayesian High Cable Curl",,"",1,"normal",12.5,14,,0,10
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Seated Super- Bayesian High Cable Curl",,"",2,"normal",11.5,15,,0,9.5
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Seated Super- Bayesian High Cable Curl",,"",3,"failure",11.5,15,,0,10
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Cable Crunch",,"",0,"warmup",20,6,,0,6
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Cable Crunch",,"",1,"normal",42,12,,0,10
"Pull 1","6 Feb 2025, 13:59","6 Feb 2025, 15:15","","Cable Crunch",,"",2,"failure",42,12,,0,10
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Warm Up",,"",0,"normal",,,,300,
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Warm Up",,"",1,"normal",,,,300,
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Hammer Curl (Dumbbell)",,"",0,"warmup",6,6,,,6
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Hammer Curl (Dumbbell)",,"",1,"normal",14,12,,,9.5
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Hammer Curl (Dumbbell)",,"",2,"normal",14,9,,,10
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Hammer Curl (Dumbbell)",,"",3,"failure",12,10,,,9.5
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","JM Press (Barbell)",,"",0,"warmup",15,6,,,6
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","JM Press (Barbell)",,"",1,"normal",30,12,,,9
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","JM Press (Barbell)",,"",2,"normal",30,12,,,9.5
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","JM Press (Barbell)",,"",3,"failure",30,10,,,10
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Preacher Curl (Barbell)",,"Very focused on last set, could be hard next time",0,"warmup",10,8,,,6
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Preacher Curl (Barbell)",,"Very focused on last set, could be hard next time",1,"normal",17.5,15,,,8.5
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Preacher Curl (Barbell)",,"Very focused on last set, could be hard next time",2,"normal",17.5,14,,,10
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Triceps Pressdown",,"Crazy last set. Check form with robin?",0,"warmup",7.5,8,,,6
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Triceps Pressdown",,"Crazy last set. Check form with robin?",1,"normal",11.5,15,,,8.5
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Triceps Pressdown",,"Crazy last set. Check form with robin?",2,"normal",11.5,10,,,10
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Crunch (Weighted)",,"",0,"warmup",,8,,,6
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Crunch (Weighted)",,"",1,"normal",20,15,,,7
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Crunch (Weighted)",,"",2,"normal",20,15,,,8
"Arms 2 + Weakpoint","4 Feb 2025, 14:21","4 Feb 2025, 15:14","","Crunch (Weighted)",,"",3,"failure",20,20,,,10
"Forearms","4 Feb 2025, 14:02","4 Feb 2025, 14:21","","Seated Palms Down Wrist Curl",0,"Left was weakpoint, work up weight again next time, did failure last set",0,"warmup",4,6,,0,6
"Forearms","4 Feb 2025, 14:02","4 Feb 2025, 14:21","","Seated Palms Down Wrist Curl",0,"Left was weakpoint, work up weight again next time, did failure last set",1,"normal",8,10,,0,10
"Forearms","4 Feb 2025, 14:02","4 Feb 2025, 14:21","","Seated Palms Down Wrist Curl",0,"Left was weakpoint, work up weight again next time, did failure last set",2,"normal",6,12,,0,8.5
"Forearms","4 Feb 2025, 14:02","4 Feb 2025, 14:21","","Seated Palms Down Wrist Curl",0,"Left was weakpoint, work up weight again next time, did failure last set",3,"normal",6,15,,0,10
"Forearms","4 Feb 2025, 14:02","4 Feb 2025, 14:21","","Seated Palms Up Wrist Curl",0,"Left was weakpoint, work up weight again next time, did failure last set",0,"warmup",6,6,,0,6
"Forearms","4 Feb 2025, 14:02","4 Feb 2025, 14:21","","Seated Palms Up Wrist Curl",0,"Left was weakpoint, work up weight again next time, did failure last set",1,"normal",12,12,,0,9
"Forearms","4 Feb 2025, 14:02","4 Feb 2025, 14:21","","Seated Palms Up Wrist Curl",0,"Left was weakpoint, work up weight again next time, did failure last set",2,"normal",10,12,,0,7.5
"Forearms","4 Feb 2025, 14:02","4 Feb 2025, 14:21","","Seated Palms Up Wrist Curl",0,"Left was weakpoint, work up weight again next time, did failure last set",3,"normal",10,20,,0,10
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Warm Up",,"",0,"normal",,0,,300,
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Warm Up",,"",1,"normal",,0,,300,
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Romanian Deadlift (Barbell)",,"",0,"warmup",35,5,,0,6
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Romanian Deadlift (Barbell)",,"",1,"warmup",40,7,,0,6
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Romanian Deadlift (Barbell)",,"",2,"normal",70,10,,0,7
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Romanian Deadlift (Barbell)",,"",3,"normal",70,10,,0,7
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Romanian Deadlift (Barbell)",,"",4,"normal",70,10,,0,7.5
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Leg Press (Machine)",,"2nd sets had a few reps shy of bottoming out",0,"warmup",90,5,,0,6
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Leg Press (Machine)",,"2nd sets had a few reps shy of bottoming out",1,"warmup",105,7,,0,6
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Leg Press (Machine)",,"2nd sets had a few reps shy of bottoming out",2,"normal",182,10,,0,8.5
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Leg Press (Machine)",,"2nd sets had a few reps shy of bottoming out",3,"normal",182,10,,0,9
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Leg Press (Machine)",,"2nd sets had a few reps shy of bottoming out",4,"normal",182,10,,0,9.5
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Lunge (Dumbbell)",,"Removed 2nd warmup",0,"warmup",8,6,,0,6
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Lunge (Dumbbell)",,"Removed 2nd warmup",1,"normal",12,12,,0,8.5
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Lunge (Dumbbell)",,"Removed 2nd warmup",2,"normal",12,12,,0,9
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Back Extension (Weighted Hyperextension)",,"",0,"warmup",,6,,0,6
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Back Extension (Weighted Hyperextension)",,"",1,"normal",20,12,,0,8
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Back Extension (Weighted Hyperextension)",,"",2,"normal",20,12,,0,9
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Standing Calf Raise (Dumbbell)",,"",0,"warmup",12,6,,0,6
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Standing Calf Raise (Dumbbell)",,"",1,"normal",24,12,,0,8
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Standing Calf Raise (Dumbbell)",,"",2,"normal",24,12,,0,8.5
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Standing Calf Raise (Dumbbell)",,"",3,"failure",24,13,,0,10
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Hip Adduction (Machine)",,"2nd set not quite max stretch",0,"warmup",27,8,,0,6
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Hip Adduction (Machine)",,"2nd set not quite max stretch",1,"normal",54,15,,0,8
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Hip Adduction (Machine)",,"2nd set not quite max stretch",2,"normal",54,15,,0,9.5
"Legs 2","3 Feb 2025, 11:46","3 Feb 2025, 12:55","","Hip Adduction (Machine)",,"2nd set not quite max stretch",3,"failure",54,13,,0,10
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Warm Up",,"",0,"normal",,0,,5,
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Warm Up",,"",1,"normal",,0,,300,
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Single Arm Lateral Raise (Cable)",,"",0,"warmup",4,8,,0,6
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Single Arm Lateral Raise (Cable)",,"",1,"normal",7.5,15,,0,9.5
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Single Arm Lateral Raise (Cable)",,"",2,"normal",7,15,,0,9.5
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Single Arm Lateral Raise (Cable)",,"",3,"failure",7,16,,0,10
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Incline Bench Press (Dumbbell)",,"",0,"warmup",8,6,,0,6
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Incline Bench Press (Dumbbell)",,"",1,"warmup",10,8,,0,6
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Incline Bench Press (Dumbbell)",,"",2,"normal",20,11,,0,10
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Incline Bench Press (Dumbbell)",,"",3,"normal",18,12,,0,9.5
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Incline Bench Press (Dumbbell)",,"",4,"normal",18,11,,0,10
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Seated Shoulder Press (Machine)",,"",0,"warmup",25,6,,0,6
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Seated Shoulder Press (Machine)",,"",1,"warmup",33,8,,0,6
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Seated Shoulder Press (Machine)",,"",2,"normal",50,12,,0,8.5
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Seated Shoulder Press (Machine)",,"",3,"normal",50,12,,0,9
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Seated Shoulder Press (Machine)",,"",4,"normal",50,12,,0,9.5
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Katana Triceps Extension",,"",0,"warmup",4,6,,0,6
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Katana Triceps Extension",,"",1,"normal",7.5,12,,0,9
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Katana Triceps Extension",,"",2,"normal",7.5,11,,0,10
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Katana Triceps Extension",,"",3,"failure",7,12,,0,9.5
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Cable Crossover Ladder",,"",0,"warmup",5,6,,0,6
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Cable Crossover Ladder",,"",1,"normal",9.5,12,,0,9.5
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Cable Crossover Ladder",,"",2,"normal",9.5,12,,0,10
"Push 2","2 Feb 2025, 09:07","2 Feb 2025, 10:15","","Cable Crossover Ladder",,"",3,"failure",9.5,12,,0,9.5
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Pull Up (Assisted)",,"Didnt forget partials this time :D",0,"warmup",30,5,,0,6
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Pull Up (Assisted)",,"Didnt forget partials this time :D",1,"normal",10,10,,0,8.5
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Pull Up (Assisted)",,"Didnt forget partials this time :D",2,"normal",10,10,,0,9.5
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Pull Up (Assisted)",,"Didnt forget partials this time :D",3,"failure",10,9,,0,10
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Seated Row (Machine)",,"",0,"warmup",40,5,,0,6
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Seated Row (Machine)",,"",1,"normal",85,10,,0,9
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Seated Row (Machine)",,"",2,"normal",85,10,,0,9.5
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Seated Row (Machine)",,"",3,"normal",85,8,,0,10
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Rear Delt Reverse Fly (Machine)",,"Full rom, couldn’t quite get 12 last set",0,"warmup",20,6,,0,6
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Rear Delt Reverse Fly (Machine)",,"Full rom, couldn’t quite get 12 last set",1,"normal",30,12,,0,10
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Rear Delt Reverse Fly (Machine)",,"Full rom, couldn’t quite get 12 last set",2,"normal",25,12,,0,9.5
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Rear Delt Reverse Fly (Machine)",,"Full rom, couldn’t quite get 12 last set",3,"failure",25,11,,0,10
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Preacher Curl (Barbell)",,"First set short pause after 12th rep, added dropset",0,"warmup",12.5,8,,0,6
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Preacher Curl (Barbell)",,"First set short pause after 12th rep, added dropset",1,"normal",22.5,15,,0,10
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Preacher Curl (Barbell)",,"First set short pause after 12th rep, added dropset",2,"normal",22.5,11,,0,10
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Preacher Curl (Barbell)",,"First set short pause after 12th rep, added dropset",3,"failure",20,13,,0,
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Preacher Curl (Barbell)",,"First set short pause after 12th rep, added dropset",4,"dropset",15,10,,0,9.5
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Back Extension (Weighted Hyperextension)",,"",0,"normal",20,12,,0,8.5
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Back Extension (Weighted Hyperextension)",,"",1,"normal",20,12,,0,9.5
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Back Extension (Weighted Hyperextension)",,"",2,"normal",20,8,,0,9.5
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Lat Pulldown (Machine)",,"Used different grip and more weight instead of reps this time. Next time old grip, less weight more reps again",0,"warmup",30,6,,0,6
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Lat Pulldown (Machine)",,"Used different grip and more weight instead of reps this time. Next time old grip, less weight more reps again",1,"normal",60,10,,0,10
"Pull","1 Feb 2025, 11:57","1 Feb 2025, 13:18","","Lat Pulldown (Machine)",,"Used different grip and more weight instead of reps this time. Next time old grip, less weight more reps again",2,"failure",50,8,,0,9.5
"Legs 1","30 Jan 2025, 14:06","30 Jan 2025, 15:09","","Warm Up",,"",0,"normal",,0,,300,
"Legs 1","30 Jan 2025, 14:06","30 Jan 2025, 15:09","","Warm Up",,"",1,"normal",,0,,300,
"Legs 1","30 Jan 2025, 14:06","30 Jan 2025, 15:09","","Seated Leg Curl (Machine)",,"",0,"warmup",40,5,,0,6
"Legs 1","30 Jan 2025, 14:06","30 Jan 2025, 15:09","","Seated Leg Curl (Machine)",,"",1,"normal",65,10,,0,9
"Legs 1","30 Jan 2025, 14:06","30 Jan 2025, 15:09","","Seated Leg Curl (Machine)",,"",2,"normal",65,10,,0,10
"Legs 1","30 Jan 2025, 14:06","30 Jan 2025, 15:09","","Seated Leg Curl (Machine)",,"",3,"failure",65,10,,0,10
"Legs 1","30 Jan 2025, 14:06","30 Jan 2025, 15:09","","Squat (Barbell)",,"",0,"warmup",25,5,,0,6
"Legs 1","30 Jan 2025, 14:06","30 Jan 2025, 15:09","","Squat (Barbell)",,"",1,"warmup",30,7,,0,6
"Legs 1","30 Jan 2025, 14:06","30 Jan 2025, 15:09","","Squat (Barbell)",,"",2,"normal",55,10,,0,9.5
"Legs 1","30 Jan 2025, 14:06","30 Jan 2025, 15:09","","Squat (Barbell)",,"",3,"normal",55,9,,0,9.5
"Legs 1","30 Jan 2025, 14:06","30 Jan 2025, 15:09","","Squat (Barbell)",,"",4,"normal",55,9,,0,9.5
"Legs 1","30 Jan 2025, 14:06","30 Jan 2025, 15:09","","Hip Thrust (Machine)",,"",0,"warmup",50,6,,0,6
